chunk_id,review_id,app_id,name,voted_up,playtime_hours,votes_up,chunk_index,text
2807960-233167719-0,233167719,2807960,Battlefield™ 6,True,66.9,0,0,시즌 업데이트나 좀 큰 업뎃 할때마다 40Gb의 용량을 매번 다운 받는건 좀 너무한거아냐???
2807960-233726972-0,233726972,2807960,Battlefield™ 6,True,662.6,4,0,모부사 베타 해보니깐 그냥 이놈이 얼마나 소중한 존재인지 알게됨
2807960-231793238-0,231793238,2807960,Battlefield™ 6,True,155.2,0,0,재밌긴 한데 왜 ㅅㅂ 내가 일일이 무기 파츠 언락을 왜 해야함?
2807960-232714942-0,232714942,2807960,Battlefield™ 6,True,0.1,0,0,2042에서 중궈러 욕했다가 영정 먹고 플레이 못한다는거 까먹었다
2807960-232350408-0,232350408,2807960,Battlefield™ 6,True,94.3,0,0,"배필 4, 1 ,5, 2042 플레이해본 유저로서 다른 작들은 날틀이 활개쳐, 지상탈것 활개쳐서 금방 질리고 밸런스도 안맞고  빨리 끄게 되는데 이번작은 근접전, 보병 위주여서 내 취향에 너무 잘 맞고 계속 즐길 수 있는 게임인 것 같음. 최근에 신규맵으로 대규모맵도 많이 추가 되고있고, 밸런스패치와 시즌을 거듭할수록 피드백 반영해서 패치도  잘하고 가장 중요한 핵이 아예 없음 버그도 없고... 과제들은 계속 도전하게 만들고 총기 해금도 나는 장점이라고 생각함 총기하나 50 찍는것도 금방임 이총저총 다해보면서 해금하는 재미가 넘침 단점은 아시아섭이 너무 고였다는거 ? 근데 북미섭가서 양학하면됨"
2807960-232183501-0,232183501,2807960,Battlefield™ 6,True,1081.5,0,0,"1000시간 못 넘긴 평가는 최근 시즌까지 안해 본거 같아서 악평이 많은데,  모워사 멀터하다 오면 배필6가 얼마나 잘만든 게임인지 알 수 있다. 2는 신선해서 재미있었고 3를 미친듯이 하고 4도 나름 미친듯이 했는데 외전시리즈 등 전부 오래 못 잡고 있었는데 6은 시즌마다 재미있다. 최근 FPS 게임 중 가장 잘 만들어진 작품이다."
2807960-231962169-0,231962169,2807960,Battlefield™ 6,True,66.3,0,0,"배필3 때의 향수를 원해서 찾았는데, 그만큼 재밌지는 않은듯. 컨퀘나 브레이크스루(이전의 러시)나 장비 잘하는 팀이 무조건 이김. 보병이 장비를 잡기가 너무 어렵다. (수리 효율이 너무 좋음.) 그래서 바닐라 모드보다는 커스텀 서버 중에 ONESHOT 하드코어 서버 가서 즐기는게 훨씬 재밌다.  암튼 뭐 생각보다 할만하고 재밌다. 이상한 총기, 장비 스킨은 좀 갖다 치웠으면"
2807960-233364726-0,233364726,2807960,Battlefield™ 6,True,210.0,0,0,업데이트 될 수록 더 재밌어짐.. 베타 때 부터 간간히 하는데 너무 재밌음
2807960-232102283-0,232102283,2807960,Battlefield™ 6,True,46.2,0,0,핵이랑   아시아서버가 다른 서버 중심으로 되있는것 빼면 할만함
2807960-231961753-0,231961753,2807960,Battlefield™ 6,True,93.5,14,0,패치할수록 뭔가 조금씩 나아지고 변하긴하는데 되도않는 캐릭터나 스킨 자꾸 그만내고 한글/영어더빙 이나 빨리 되게 만들어라 고집부리지말고....
2807960-231601270-0,231601270,2807960,Battlefield™ 6,True,417.0,6,0,가끔 이해할 수 없는 버그가 있지만 게임 자체는 매우 재밌다고 생각하고  64인 대규모 전장에서 총 쏘고 장비 타면서 가볍게 즐기기에는 이만한 게임이 없다고 봅니다.   근데 게임이 벌써 고여서 배틀필드를 처음 하는 분들은 힘들다고 느낄 수도 있어요
2807960-231343260-0,231343260,2807960,Battlefield™ 6,True,45.5,8,0,배필 하는 놈들은 배필은 언제나 지금 게임보다 옛날이 더 좋았다고 하지만 정작 곰곰이 그 시절을 기억 해보면 좆같은 요소가 한두개가 아니지만 그래도 좋았다고 한다 심지어 2042때 128인이 좋았다니 1건플이 좋았다는 이상한 소리까지 나오기도 하고  그래도 이 게임은 기본 베이스가 아주 좋은 편에 속함 발전한 파괴효과와 그래픽에 사운드도 좋고 버그도 많이 없었고 옛날부터 거의 방치되어 있던 핵문제가 거의 완벽히 해결되는 쾌거까지 누렸음  이전 시리즈는 초기엔 게임이 제대로 굴러가는게 보기 힘든걸 생각하면 의외라 이 좋은 재료로 잘 운영하면 무난하게 순항을 했을테지만  그 나라답게 운영이 좀 이상한게 문제인게 큼 그냥 한두개만 바꾸면 되는걸 전체 다 갈아엎는걸 몇번하는데 그래도 총기 밸런스는 그대로인 괴상한 운영을 자주 보임  그래도 기본 게임 구성이 좋게 만들어진 게임이라 캐주얼 대규모 FPS 게임이라면 이 게임을 하는걸 추천  개인적으로 아쉬운건 다른 배필 시리즈와 비교해서 이 게임만의 특징을 말하라고 할때 꼭 집어서 말할 수 없다는게 매우 아쉬울 뿐
2807960-229317716-0,229317716,2807960,Battlefield™ 6,True,12.2,7,0,"뽕맛 하나만큼은 기가 막힌다. 사운드, 비주얼, 손맛까지 G.O.A.T 다. 그러나 배틀필드의 시그니쳐인 거대한 맵은 없는것같다. 오히려 맵은 좁지만 밀도가 높고 완성도도 좋다. 하다보면 배틀필드라기보다는 과거 콜오브듀티 전면전 느낌이 훨씬 강하게 드는것같다. 이전 배틀필드 시리즈에서만 느낄 수 있었던 거대한 맵과 레볼루션 시스템이 없다는게 너무 아쉽다. 많이 아쉽다. 그러나 게임 플레이 경험 자체는 너무 좋아서 추천한다."
2807960-227291377-0,227291377,2807960,Battlefield™ 6,True,92.3,6,0,지상장비가 너무약하다고 욕하니까 이젠 잡기 존나어렵게만들어놨네
2807960-229052903-0,229052903,2807960,Battlefield™ 6,True,12.8,1,0,"배틀필드 6 후기  이번에 배틀필드를 처음 해봤는데, 캠페인은 아직 플레이하지 않았고 멀티플레이의 에스컬레이션 모드만 해봤습니다.  생각보다 게임 속도감이 빠르고 시원해서 재미있었고, 처음 지급되는 기본 무기만으로도 충분히 경쟁력이 있어서 초반 진입 장벽이 높지는 않았습니다.  다만 처음 플레이하면 전장이 너무 정신없고 어디서 적이 나오는지 파악하기 어려워 많이 혼란스러웠습니다. 또 숙련된 유저(고인물)를 만나면 순식간에 당하는 경우도 많아서 초반에는 적응이 조금 필요하다고 느꼈습니다.  전체적으로 FPS를 좋아한다면 충분히 재미있게 즐길 수 있는 게임이지만, 처음 시작하는 유저라면 초반에는 정신없는 전장과 고인물들 때문에 어려움을 느낄 수 있을 것 같습니다."
2807960-230825613-0,230825613,2807960,Battlefield™ 6,True,23.5,0,0,전작보다 배틀로얄 모드로 캐주얼하게 접근 가능해졌다.   보다 쉽고 재밌게 즐길수 있는 시리즈
2807960-229861258-0,229861258,2807960,Battlefield™ 6,True,60.2,3,0,2019년 코로나가 터지기도 전인 시절에 했던 레인보우 식스 시즈 이후로 내게 PVP FPS 게임의 재미를 오래간만에 다시 느끼게 해준 매우 감사한 게임.
2807960-229043645-0,229043645,2807960,Battlefield™ 6,True,82.9,0,0,처참한 평가를 보고 기대를 안하고 샀더니만  꽤 할만하다!
2807960-233343873-0,233343873,2807960,Battlefield™ 6,False,119.4,14,0,"배틀필드 3 4 1 5 2042 다 사서 한 골수유저임. 6의 문제점이 참으로 대단한게 하나부터 열까지 이를수없는 불쾌감으로 떡칠이 되어있음. 1. 저고도 락온 불가 시스템. 이번작에 들어서 보병들이 정통성있게 대공장비를 상대로 활용 할 수 있는 스팅어, 이글라 라는 대공화기는 이제 저고도에 존재하는 비행기, 헬기를 정상적으로 락온 할 수 없음. 이 말은 그대로 보병의 대공 영향력이 줄어들었기에 날장연들의 패악질이 그대로라는걸 의미함. 2. 좋 박은 언락 시스템. 총기의 부착물을 언락하기 위해선 보통 40렙을 찍어야하는데 이게 시즌 초기부터 여러가지로 발목을 붙잡은 이유로는 좋같은 100점 점수제와 함께 콤보로 필수 파츠들은 30렙 이후에 풀리는 어거지 언락 시스템으로 자전거를 샀지만 페달까지 언락하려면 자전거를 페달없이 타서 어거지로 페달을 언락해야 자전거를 편히 탈수있는 수준으로 기싸움이 벌어짐. 시즌 초창기에 그러니까 유저들이 개발사랑 기싸움으로 포탈 경작방을 만들었으니 말 다한셈. 3. 보병들의 가젯을 이상하게 만들어버림. 돌격병의 기조인 부활 / 치료  공병의 대 기갑 / 수리 보급병을 보급  정찰병의 정찰 / 투입  이게 다 짬뽕되어선 돌격병은 투입 비콘을 가졌지만 그 댓가로 연막탄과 제세동기 / 치료 수단을 빼앗김. 보급병은 갑자기 제세동기와 힐&보급 상자를 가졌고 연막까지 가졌음. 정찰병은 똥싸개랍시고 투입 비콘을 돌격병에서 빼앗겼으나 큰 문제는 아님. 보병들의 서로간의 조화가 이루어지는 브레멘 음악대를 또 한번 2042에서 배운점 없이 박살내놨음. 4. 전작에 있는 매력 포인트를 갖고오지도 살리지도 못함. 4에 있던 분대 점수 시스템, 5에 있는 분대장 점수 시스템, 1에 있는 개인 퍽 시스템 다 없음. 그냥 콜오브 듀티 32 vs 32 같음. 5. 부품간의 저열한 성능차이를 뒤집을수없음."
2807960-233343873-1,233343873,2807960,Battlefield™ 6,False,119.4,14,1,보정기 = 쏘면 온동네방네 찍히는 3d 스팟 소염기 = 3d 스팟 범위 줄어드는 대신 반동 컨트롤에 손해 소음기 = 아무런 손해 없이 개 쩌는 반동 이득과 함께 3d 스팟도 안찍힘. 이런식으로 모든 총에 소음기를 강제함. 6. 장비간의 매우 저열한 밸런싱  탱크는 장갑차보다 나은점이 없음. 놀랍게도. 장갑차는 심지어 지대지 락온 미사일과 보병을 훑어먹을수있는 개쩌는 고폭탄이 있으나  탱크는 이도 저도 애매한 고폭탄과 어중간한 대 기갑 화력을 가짐. 심지어 색적도 힘든 게임 특성상 1인칭을 쓰자니 1인칭에서 불쾌한 감도와 함께 포탑 선회로 발목을 잡아 3인칭을 쓰면 오히려 3인칭에선 색적이 힘들어서 사고가 나기 시작. 헬기를 잡을 수단이 대공전차 특성상 웃음 전차 수준으로 떨어짐 대공전차가 초반부터 화력이 점사라는 매우 오만한 수준으로 탄막을 형성해서 헬기 또는 비행기를 격추해야하는데 이것이 매우 힘듬. 미사일? 저고도 비행하면서 락온 못하게 하고 고고도에서는 그냥 플레어 한방 딸깍 하고 거리 더 벌려서 대공전차 락온 거리 안주면 됨. 심지어 대공전차 기본 사격시 총구화염 때문에 눈이 아파서 광 과민성 발작이 올 것 같음. ---------------  5천 필드가 아니라면 쳐다도 보지말것.
2807960-232481234-0,232481234,2807960,Battlefield™ 6,False,531.1,5,0,"버그는 고치지 않고 장시간 방치 총기, 장비 밸런스는 맞출 생각이 없는듯 랩스때 건의해도 자기네들 하고 겦은 것만 수정함"
2807960-233187268-0,233187268,2807960,Battlefield™ 6,False,85.6,4,0,"추천하지 않습니다.    게임 자체는 배틀필드답게 대규모 전투도 재미있고 총 쏘는 맛도 나쁘지 않습니다.    그런데 무기 해금 시스템이 너무 답답합니다.    원하는 무기를 얻으려면 특정 무기로 킬을 하거나 특정 행동을 반복해야 하는데, 문제는 그 과정이 게임을 재미있게 만드는 게 아니라 하기 싫은 숙제를 억지로 하게 만드는 느낌이라는 겁니다.    ""게임을 하다 보니 무기가 해금되는 것""이 아니라  ""무기를 얻기 위해 게임에서 숙제를 해야 하는 것""​처럼 느껴집니다.    특히 내가 원하는 플레이스타일과 상관없는 무기나 장비를 강제로 사용해야 할 때는 게임의 재미보다 챌린지 진행 상황부터 신경 쓰게 됩니다.    배틀필드라면 플레이어가 자유롭게 전장을 즐기면서 자연스럽게 무기를 해금하도록 만드는 게 더 좋았을 것 같습니다.    재미있는 게임을 하고 싶었는데 무기 해금 때문에 숙제를 하는 기분이 들어서 결국 접게 됐습니다.    개인적으로는 무기 해금 시스템을 전면적으로 개선했으면 좋겠습니다.    *특히 이글라 발사기는 그냥 답이없어요 *"
2807960-233815428-0,233815428,2807960,Battlefield™ 6,False,61.5,1,0,게임을 싸질렀다는 표현이 어울림. 4만원 아깝다. 초반에 찔끔 재밌게 즐기지. 유저가 없는 것도 아니고 봇이랑 매칭을 잡아주는걸 보면 속에서 열불이 난다. 총기 모딩하겠답시고 하루종일 주구장창 하나만 잡고 있는것도 좆같다. 시즌4까지 왔는데도 브레이크 스루에서 버그 일어나는거 등등 말도 안된다. 구작들에 비해서 퀄리티가 떨어짐. 플레이를 하면 속이 갑갑함.
2807960-232240364-0,232240364,2807960,Battlefield™ 6,False,17.1,7,0,핵 잡겠다고 보안부팅이니 메모리 무결성이니 바이오스 세팅까지 존나게 건드리면서 입구컷하더니만  결국엔 업데이트마다 핵 뚫려서 해커들한테 조리돌림이나 당하고  출시한지 1년이 다 되어가도 아직도 배필2042부터 이어져오는 병1신같은 CPU 글카 병목현상을 못고쳐서  게임돌리면 CPU점유율 90~100퍼에 GPU 사용량은 20퍼로 쳐놀고있는데  유저들이 메모장에 6줄짜리 코드 적어놓은 user.cfg 파일 딸깍으로 일부 해결되는 문제를 아직도 방관하고 앉았으니 시2발
2807960-233214457-0,233214457,2807960,Battlefield™ 6,False,63.3,2,0,뭘 건들였길래 게임들어가면 검은색 화면으로 변하고 그래픽드라이브 재설치를 해야하냐
2807960-233523836-0,233523836,2807960,Battlefield™ 6,False,112.9,3,0,건플레이를 제외하고 모든 것이 퇴보한 배틀필드    보병 및 대공전차의 대공 성능이 전작들 대비 심각하게 떨어져 공중장비의 패악질이 심각하고  아무도 안쓰는 보정기(총 쏘면 핑찍힘) 등의 부품은 왜 만들었는지  더럽고 야비하게 하지 않는 이상 승률을 강제로 50%로 맞추는 매칭 밸런스  탄퍼짐과 사지뎀 시스템 도입으로 안그래도 안쓰던 저연사 총기 나락 보내기  아무도 안하는 건틀렛  스폰킬 하라고 풀어놓은 듯한 캐리어 스트라이크  아시아 섭 기준 판당 두 세명은 보이는 핵쟁이  장비 연습할 훈련장 없음(포탈에서 가능하나 업댓하면 막힘)  고친다 말만 많은 넷코드(개선 없음)  일방적으로 밀리거나 이기는 팀 밸런스(중간이 없음)  어시스트 개편으로 무조건 막타 치는 사람이 킬 카운트 획득  이 외에 기존 배틀필드 시리즈 단점들 전부 계승했고    건플레이 빼고 장점은 없습니다.   위시리스트 추가할 필요도 없고 잊고 계시다가 대강 2028년쯤 되면 오십시오
2807960-233770536-0,233770536,2807960,Battlefield™ 6,False,88.8,0,0,게임이 그냥 순수 노잼임. 잘만든건 알겠는데 한판하면 그냥 물림.
2807960-233733818-0,233733818,2807960,Battlefield™ 6,False,38.3,0,0,맵은 또 개같이 크고 거점까지 한참이고  배필을 6호 처음 접해봤는데 너무 어려움 ttk가 너무 뻐르고 거점가자 죽기만함 이게 왜 재밌다고 하는지 모르겠음 뉴비입장에서는 그냥 돌아다니는 표적지임 그렇다고 뉴비끼리 매칭도 아니고 뭐하자는 건지 로블록스 팬텀포스가 더 재밌음
2807960-232127882-0,232127882,2807960,Battlefield™ 6,False,76.4,0,0,언락 푸는거 짜증나고 저고도 공중장비 스팅어 쓸모도 없고 운영진 대규모 맵은 왜 만들었냐? 공병 언락 스페셜 푸는것도 짜증난다 공중장비 스팅어로 잡으려면 한세월임 장난하냐 븅신같은 운영자놈들아
2807960-232332302-0,232332302,2807960,Battlefield™ 6,False,19.8,8,0,"핵쟁이 새끼들 존나 많음 보안루팅 이딴거 왜한겨 진짜 소음기 껴서 3d스팟 미니맵 어느쪽도 노출 안됐는데 연막탄 뚫고 정확하게 위치 쏴재끼는 esp핵쟁이, 특히 esp가 많아 정확하게 내 위치를 파악하고 있다는 느낌 존나 쌔함. 일부러 사운드 인포 안줄려고 걷기까지 했는데 정확하게 내 위치로 푸쉬하고 프리파이어 하더라고 참고로 난 무조껀 소음기만 낌 그냥 핵이 존나많음 이럴거면 뭐하고 보안루팅 이지랄쳐하면서 겜 실행 까다롭게함? 이해가 안되네  그리고 좆격에 에임펀치를 왜 안넣은거임 돌소 카빈 슴지는 스프레드 패널티 개쌔게 받으면서 겜하는데 좆격은 에임펀치가 없다는게 말이됨?ㅋㅋㅋ 이게 가장 어처구니 없음 밸런스 문제들 중에서"
2807960-231636144-0,231636144,2807960,Battlefield™ 6,False,328.1,1,0,핵쟁이 막지도 못하는 보안부팅 때문에 게임 하기 힘들고  일일 미션 같은거 하려해도 사람 없어서 방도 안잡히고  이번 패치하면서 보안 부팅 인식 안되어 게임 접속도 안되는 게임 ㅋ  도대체가 게임을 하라고 만든건지  유저 열받으라고 만든건지 ㅋㅋㅋㅋㅋ
2807960-233004065-0,233004065,2807960,Battlefield™ 6,False,10.7,2,0,투척류가 병과에 따라서 나눠놓은 것도 별로고 공방이 제대로 잡히지도 않아요.
2807960-232934821-0,232934821,2807960,Battlefield™ 6,False,0.1,0,0,게임 할려면 먼 컴퓨터 설정을 만져야 되냐 컴맹은 어캐하라고
2807960-232156551-0,232156551,2807960,Battlefield™ 6,False,10.4,0,0,"브레이크스루 한정  그냥 할줄 아는게 그저 캠퍼밖에 없어서 주구장창 보급병으로 기관총들고  탄약박스들고 쪼으면 끝나는게임  진짜 게임 스타일들이 딱봐도 친구 없어보이는 새끼들만 모아둠 진짜 묶어두고 아구창 존나 후리고 싶음  그리고 거점 방어, 점령 하는사람들이 호구,병신되는 게임 이럴거면 거점 왜 만든거? 그냥 누가 캠퍼질 잘하냐에 따라 게임 승패가 바뀜   꼬우면 캠퍼해라? 이건 진짜 고아다운 개소린데 캠퍼질할거면 델타포스나 무료게임 이딴거 하러가지 7만원주고 캠퍼질하면 재밌냐?   컨퀘스트가 온갖 장비들 쓰도록 유도하고 있고 보병으로 해도 피로도가 심하기도 하고 귀찮은 사람들은 그냥 게임 사지말것  컨퀘를 즐길 사람은 충분히 살만할것같지만 배필시리즈를 오래 해오면서 나이도 먹고 그냥 게임 피로도 때문에 간결한 브스같은것만 즐길사람은 사지마셈  매판마다 봇이 10명 이상 있는거야 백번천번 그렇다쳐도 그나마 잡히는 유저들은 그저 봇이나 쏴죽이고 총파츠 뚫을겸 그냥 양학하는 도파민에 찌들어 있는 새끼들만 있는 모드   이럴거면 컨퀘든 브스든간에 그냥 공식적으로 봇전을 지원해라 2042때는 잘만 해주더니 이번에는 또 안넣고 있네"
2807960-232957639-0,232957639,2807960,Battlefield™ 6,False,78.0,0,0,"I love battlefield series. Whatever people say about this game, I really enjoy to play.   but F**K YOU EA JAVELIN ANTICHEAT. F**K YOU TWICE. Why should I update anti cheat manually?   Launch BF6 -> anticheat popup shows on ""U should update"" and show link that I can't copy&paste -> Visit the site directly from google, install the program, and update -> Launch BF6 -> anticheat popup shows on ""U should update"" and show link that I can't copy&paste again-> Delete anticheat and reinstall -> Finally i can play my game."
2807960-231804955-0,231804955,2807960,Battlefield™ 6,False,25.1,0,0,게임성6/10 배경8/10  총기밸런스1/10  스토리 병신 세계관 병신 음악 7/10   결론:배틀필드이라는 정체성이 콜옵처럼 병신이됨 산다고하면 무조건 말릴꺼임
2807960-232442095-0,232442095,2807960,Battlefield™ 6,False,166.1,2,0,개 ㅈ 같은 게임이 씨 발 끝났는데 검은화면되는 것좀 고쳐라
2807960-232584883-0,232584883,2807960,Battlefield™ 6,False,40.5,2,0,모르겠다 난. 이런 데스매치 게임들 진짜 나랑 안 맞다.  목숨 무한이라서 ㅈㄴ 던지게 된다
2807960-232336217-0,232336217,2807960,Battlefield™ 6,False,87.7,1,0,Anti cheat 업데이트를 홈페이지가서 수동으로 해야되나? 이 가격 주고 샀는데?
2807960-232226135-0,232226135,2807960,Battlefield™ 6,False,181.9,1,0,배필 시리즈에 대해 가장 모욕적일 거라 생각한 발언은 탈것있는 콜옵이었다만 이젠 모욕이나 농담거리도 아닌 진짜 현실이 되어버렸다
2807960-232237202-0,232237202,2807960,Battlefield™ 6,False,1.2,0,0,The most fcking tarded bf game
2807960-228627216-0,228627216,2807960,Battlefield™ 6,False,126.8,64,0,"굳이 이 게임을,내 돈을 써가면서, 내 시간을 써가면서, 말도 안되는 총기해금 난이도와 밸런스로 스트레스를 받아가며, 중국인들의 핵을 피해가며, 내 탈것을 선점해서 꼬라박는 봇들과 어깨를 나란히 하며, 굳이 하셔야겠습니까?"
2807960-230270848-0,230270848,2807960,Battlefield™ 6,False,116.2,19,0,개인적으로는 옛날처럼 대규모 맵 에서 싸우는 재미가 없음.... 그래서 계속 플레이를 해도 지루함....
2807960-233343873-0,233343873,2807960,Battlefield™ 6,False,119.4,14,0,"배틀필드 3 4 1 5 2042 다 사서 한 골수유저임. 6의 문제점이 참으로 대단한게 하나부터 열까지 이를수없는 불쾌감으로 떡칠이 되어있음. 1. 저고도 락온 불가 시스템. 이번작에 들어서 보병들이 정통성있게 대공장비를 상대로 활용 할 수 있는 스팅어, 이글라 라는 대공화기는 이제 저고도에 존재하는 비행기, 헬기를 정상적으로 락온 할 수 없음. 이 말은 그대로 보병의 대공 영향력이 줄어들었기에 날장연들의 패악질이 그대로라는걸 의미함. 2. 좋 박은 언락 시스템. 총기의 부착물을 언락하기 위해선 보통 40렙을 찍어야하는데 이게 시즌 초기부터 여러가지로 발목을 붙잡은 이유로는 좋같은 100점 점수제와 함께 콤보로 필수 파츠들은 30렙 이후에 풀리는 어거지 언락 시스템으로 자전거를 샀지만 페달까지 언락하려면 자전거를 페달없이 타서 어거지로 페달을 언락해야 자전거를 편히 탈수있는 수준으로 기싸움이 벌어짐. 시즌 초창기에 그러니까 유저들이 개발사랑 기싸움으로 포탈 경작방을 만들었으니 말 다한셈. 3. 보병들의 가젯을 이상하게 만들어버림. 돌격병의 기조인 부활 / 치료  공병의 대 기갑 / 수리 보급병을 보급  정찰병의 정찰 / 투입  이게 다 짬뽕되어선 돌격병은 투입 비콘을 가졌지만 그 댓가로 연막탄과 제세동기 / 치료 수단을 빼앗김. 보급병은 갑자기 제세동기와 힐&보급 상자를 가졌고 연막까지 가졌음. 정찰병은 똥싸개랍시고 투입 비콘을 돌격병에서 빼앗겼으나 큰 문제는 아님. 보병들의 서로간의 조화가 이루어지는 브레멘 음악대를 또 한번 2042에서 배운점 없이 박살내놨음. 4. 전작에 있는 매력 포인트를 갖고오지도 살리지도 못함. 4에 있던 분대 점수 시스템, 5에 있는 분대장 점수 시스템, 1에 있는 개인 퍽 시스템 다 없음. 그냥 콜오브 듀티 32 vs 32 같음. 5. 부품간의 저열한 성능차이를 뒤집을수없음."
2807960-233343873-1,233343873,2807960,Battlefield™ 6,False,119.4,14,1,보정기 = 쏘면 온동네방네 찍히는 3d 스팟 소염기 = 3d 스팟 범위 줄어드는 대신 반동 컨트롤에 손해 소음기 = 아무런 손해 없이 개 쩌는 반동 이득과 함께 3d 스팟도 안찍힘. 이런식으로 모든 총에 소음기를 강제함. 6. 장비간의 매우 저열한 밸런싱  탱크는 장갑차보다 나은점이 없음. 놀랍게도. 장갑차는 심지어 지대지 락온 미사일과 보병을 훑어먹을수있는 개쩌는 고폭탄이 있으나  탱크는 이도 저도 애매한 고폭탄과 어중간한 대 기갑 화력을 가짐. 심지어 색적도 힘든 게임 특성상 1인칭을 쓰자니 1인칭에서 불쾌한 감도와 함께 포탑 선회로 발목을 잡아 3인칭을 쓰면 오히려 3인칭에선 색적이 힘들어서 사고가 나기 시작. 헬기를 잡을 수단이 대공전차 특성상 웃음 전차 수준으로 떨어짐 대공전차가 초반부터 화력이 점사라는 매우 오만한 수준으로 탄막을 형성해서 헬기 또는 비행기를 격추해야하는데 이것이 매우 힘듬. 미사일? 저고도 비행하면서 락온 못하게 하고 고고도에서는 그냥 플레어 한방 딸깍 하고 거리 더 벌려서 대공전차 락온 거리 안주면 됨. 심지어 대공전차 기본 사격시 총구화염 때문에 눈이 아파서 광 과민성 발작이 올 것 같음. ---------------  5천 필드가 아니라면 쳐다도 보지말것.
2807960-228634320-0,228634320,2807960,Battlefield™ 6,False,256.9,22,0,이딴 쓰레기 게임 프랜차이즈를 대체제가 없어서 17년째 쳐 하고 있는 내가 제일 밉다
2807960-228396827-0,228396827,2807960,Battlefield™ 6,False,318.1,22,0,"가끔 생각나서 하다보면 처음 1~2시간은 재밌는데, 그 다음부턴 짜증나기만 함. 가면 갈수록 뭔가 고치고는 있는데, 어떤 부분은 개악이 되고 옆그레이드나 마찬가지인 패치가 계속되고 있음. 게임 자체가 잘 안보이는 모델에 숨을 곳 많은 맵 특성이 시너지를 일으켜서 게임이 라이징 스톰 X발 베트콩은 나무위에 있어 게임을 하는 건지 구분이 안됨. 총기도 문제임. 만약 총 게임을 만들면 가장 중요한게 뭐겠음? 총이지 않겠음? 연사 빠르고 데미지 준수한 총들 너프하는거 당연하지. 근데 왜 근본적인 문제를 안 건들고 반동 찍 건들고 ""아 벨패했다."" ㅇㅈㄹ. vcr tr-7 너프 받았는데 솔직히 잘 모르겠음. 여전히 강하고 쌤. 어차피 근거리 위주에 반동 쌓이기 전에 킬 따는게 가능한데, 너프가 체감이 될리가 있나. 탄종별 데미지, ㅈㄴ 빠른 ttk 이거 두개가 영 좋지 못한 시너지를 일으키고 있음. 탄종별 데미지 때문에 연사 빠른 총기는 만나는 순간 끄앆! 의무병! 부르게 되는데 이거 때문에 패치도 반동이나 만지는 식으로 딸깍딸깍 하니 문제가 고쳐질리가 있나. 그냥 고 rpm에 데미지 25 이상 총기들, 특히 tr-7은 좀 떨어졌다 싶으면 그냥 마우스 딱딱딱 하면 적이 알아서 죽어주는 수준임. 그럼 건플레이가 재밌냐? 탄속 느려터지고 총기 반동은 신만이 아는 방향으로 움직여서 그저 기도해야 하는 수준임. 한마디로 재미가 없음. 그래서 할만 한가요? 아예 ㅈ같아서 못먹을 정도면 1시간만에 환불했음. 그래서 살만 한가요? 나중에 90% 할인하면 잠깐 해보고, 그래도 아까우면 타이머 1시간 맞춰놓고 환불하샘. 스웨덴식 운영은 ㅈㄴ 매움. 문제가 터져서 민심 나락갔는데, 휴가 때문에 개발진들이 휴가를 가야 하거든. 왜냐하면 이 나라 법이 그럼. 개발자들 고집이 이상한 쪽으로 가 있어서 ""유저전부ㅈ까"" 까진 아닌데, 이해가 잘 안가는 부분이 많을 거임. ㅈ같이 운영하기 못 버티면 이 나라는 다 걸러야 함."
2807960-228396827-1,228396827,2807960,Battlefield™ 6,False,318.1,22,1,"다른 나라는 사고 터져도 개발자들이 있지만, 스웨덴에는 휴가 가느라 없거든. 구매전 할인 중인가? 고민 해보고, 지갑에 돈이 많은가? 고민 해보고, 스웨덴식 운영을 버틸 수 있는가? 고민 해보고, 내가 이거 말고 할 총게임이 정말정말 없는지, 동접 70만에서 순식간에 꼬라박은 이유가 뭔지 고민 해 보고 또 해라. 이 정도면 구매에 도움이 됐길 바란다."
2807960-230814362-0,230814362,2807960,Battlefield™ 6,False,135.4,9,0,"고퀄리티 사운드로 전장의 몰입감이 좋음. 전시리즈를 다 구매해서 했었지만 모든 총기 레벨업하던 재미가 지금와서 다시 해보자니 너무 오래걸리고 고통임.\ 레벨업이 좀 완화되면 할만할듯. 첫 홍보로 이상한 콜라보 안하겠다 했지만, 스킨은 형광형광색 흠.."
2807960-227924236-0,227924236,2807960,Battlefield™ 6,False,10.4,14,0,"사용자 설정이 강제되는 더빙 시스템은 몰입감을 크게 저해하며, 과도하게 세분화된 플레이 모드는 가뜩이나 부족한 유저풀을 분산시켜 매치 내내 AI 봇과 조우하게 만드는 치명적인 문제를 낳습니다. 대규모 멀티플레이를 지향하는 배틀필드에서 유저 간의 교전 대신 봇을 상대하는 것은 장르 본연의 매력을 심각하게 훼손합니다. 여기에 가혹한 총기 레벨업 시스템은 게임의 재미를 단순 노동으로 변질시킬 뿐만 아니라, 신규 유저와 기존 유저 간의 격차를 고착화하는 진입장벽으로 작용합니다. 유저풀을 집중시킬 수 있는 모드 통폐합이나 무기 레벨업 경험치 요구량 완화 등 근본적인 구조 개선이 선행되지 않는다면, 멀티플레이 게임으로서의 정상적인 수명을 유지하기는 어려울 것입니다."
